Timestamp,n-payments
2018-09-29 00:00:00,365600
2018-09-30 00:00:00,350732
2018-10-01 00:00:00,405999
2018-10-02 00:00:00,401585
2018-10-03 00:00:00,469101
2018-10-04 00:00:00,425707
2018-10-05 00:00:00,449429
2018-10-06 00:00:00,374891
2018-10-07 00:00:00,383978
2018-10-08 00:00:00,397101
2018-10-09 00:00:00,391368
2018-10-10 00:00:00,409581
2018-10-11 00:00:00,424145
2018-10-12 00:00:00,426609
2018-10-13 00:00:00,337675
2018-10-14 00:00:00,316816
2018-10-15 00:00:00,444025
2018-10-16 00:00:00,416434
2018-10-17 00:00:00,411854
2018-10-18 00:00:00,405664
2018-10-19 00:00:00,435763
2018-10-20 00:00:00,366709
2018-10-21 00:00:00,344110
2018-10-22 00:00:00,414907
2018-10-23 00:00:00,411606
2018-10-24 00:00:00,405018
2018-10-25 00:00:00,455342
2018-10-26 00:00:00,434586
2018-10-27 00:00:00,357446
2018-10-28 00:00:00,351819
2018-10-29 00:00:00,430860
2018-10-30 00:00:00,439570
2018-10-31 00:00:00,450037
2018-11-01 00:00:00,438991
2018-11-02 00:00:00,498639
2018-11-03 00:00:00,394080
2018-11-04 00:00:00,359040
2018-11-04 23:00:00,456437
2018-11-05 23:00:00,438574
2018-11-06 23:00:00,449893
2018-11-07 23:00:00,429718
2018-11-08 23:00:00,475499
2018-11-09 23:00:00,390784
2018-11-10 23:00:00,382584
2018-11-11 23:00:00,461977
2018-11-12 23:00:00,430711
2018-11-13 23:00:00,468663
2018-11-14 23:00:00,469370
2018-11-15 23:00:00,477605
2018-11-16 23:00:00,404114
2018-11-17 23:00:00,372044
2018-11-18 23:00:00,428618
2018-11-19 23:00:00,479252
2018-11-20 23:00:00,417493
2018-11-21 23:00:00,424443
2018-11-22 23:00:00,457046
2018-11-23 23:00:00,390924
2018-11-24 23:00:00,386338
2018-11-25 23:00:00,418254
2018-11-26 23:00:00,421805
2018-11-27 23:00:00,408420
2018-11-28 23:00:00,406658
2018-11-29 23:00:00,407723
2018-11-30 23:00:00,392860
2018-12-01 23:00:00,343877
2018-12-02 23:00:00,391355
2018-12-03 23:00:00,440914
2018-12-04 23:00:00,410315
2018-12-05 23:00:00,450488
2018-12-06 23:00:00,449923
2018-12-07 23:00:00,363578
2018-12-08 23:00:00,362749
2018-12-09 23:00:00,415604
2018-12-10 23:00:00,394635
2018-12-11 23:00:00,406272
2018-12-12 23:00:00,414598
2018-12-13 23:00:00,446240
2018-12-14 23:00:00,398503
2018-12-15 23:00:00,352762
2018-12-16 23:00:00,453053
2018-12-17 23:00:00,421572
2018-12-18 23:00:00,469556
2018-12-19 23:00:00,445552
2018-12-20 23:00:00,461056
2018-12-21 23:00:00,384265
2018-12-22 23:00:00,385001
2018-12-23 23:00:00,417276
2018-12-24 23:00:00,394976
2018-12-25 23:00:00,422578
2018-12-26 23:00:00,453361
2018-12-27 23:00:00,493391
2018-12-28 23:00:00,414788
2018-12-29 23:00:00,412610
2018-12-30 23:00:00,403795
2018-12-31 23:00:00,343541
2019-01-01 23:00:00,413434
2019-01-02 23:00:00,437660
2019-01-03 23:00:00,441181
2019-01-04 23:00:00,389604
2019-01-05 23:00:00,388227
2019-01-06 23:00:00,430029
2019-01-07 23:00:00,467064
2019-01-08 23:00:00,472432
2019-01-09 23:00:00,499859
2019-01-10 23:00:00,488448
2019-01-11 23:00:00,411092
2019-01-12 23:00:00,403113
2019-01-13 23:00:00,478603
2019-01-14 23:00:00,456743
2019-01-15 23:00:00,477952
2019-01-16 23:00:00,449581
2019-01-17 23:00:00,479884
2019-01-18 23:00:00,417404
2019-01-19 23:00:00,418780
2019-01-20 23:00:00,465411
2019-01-21 23:00:00,441484
2019-01-22 23:00:00,481768
2019-01-23 23:00:00,463544
2019-01-24 23:00:00,483242
2019-01-25 23:00:00,461322
2019-01-26 23:00:00,406568
2019-01-27 23:00:00,469453
2019-01-28 23:00:00,485072
2019-01-29 23:00:00,474347
2019-01-30 23:00:00,517699
2019-01-31 23:00:00,515178
2019-02-01 23:00:00,466057
2019-02-02 23:00:00,425804
2019-02-03 23:00:00,476795
2019-02-04 23:00:00,515053
2019-02-05 23:00:00,498317
2019-02-06 23:00:00,496560
2019-02-07 23:00:00,515920
2019-02-08 23:00:00,440563
2019-02-09 23:00:00,420776
2019-02-10 23:00:00,463103
2019-02-11 23:00:00,443224
2019-02-12 23:00:00,523148
2019-02-13 23:00:00,505231
2019-02-14 23:00:00,458860
2019-02-15 23:00:00,486905
2019-02-16 23:00:00,463052
2019-02-17 23:00:00,522318
2019-02-18 23:00:00,539260
2019-02-19 23:00:00,500315
2019-02-20 23:00:00,471508
2019-02-21 23:00:00,549397
2019-02-22 23:00:00,475311
2019-02-23 23:00:00,477726
2019-02-24 23:00:00,524146
2019-02-25 23:00:00,557744
2019-02-26 23:00:00,530954
2019-02-27 23:00:00,552998
2019-02-28 23:00:00,571276
2019-03-01 23:00:00,515508
2019-03-02 23:00:00,490444
2019-03-03 23:00:00,483842
2019-03-04 23:00:00,486511
2019-03-05 23:00:00,470790
2019-03-06 23:00:00,477694
2019-03-07 23:00:00,491804
2019-03-08 23:00:00,407006
2019-03-09 23:00:00,348324
2019-03-11 00:00:00,498010
2019-03-12 00:00:00,486909
2019-03-13 00:00:00,467363
2019-03-14 00:00:00,511647
2019-03-15 00:00:00,518336
2019-03-16 00:00:00,425314
2019-03-17 00:00:00,374292
2019-03-18 00:00:00,500525
2019-03-19 00:00:00,516485
2019-03-20 00:00:00,501147
2019-03-21 00:00:00,492161
2019-03-22 00:00:00,510890
2019-03-23 00:00:00,405622
2019-03-24 00:00:00,373873
2019-03-25 00:00:00,518952
2019-03-26 00:00:00,570847
2019-03-27 00:00:00,590974
2019-03-28 00:00:00,615609
2019-03-29 00:00:00,598223
2019-03-30 00:00:00,577890
2019-03-31 00:00:00,554973
2019-04-01 00:00:00,580475
2019-04-02 00:00:00,657777
2019-04-03 00:00:00,605563
2019-04-04 00:00:00,578031
2019-04-05 00:00:00,641736
2019-04-06 00:00:00,522893
2019-04-07 00:00:00,520057
2019-04-08 00:00:00,597765
2019-04-09 00:00:00,577607
2019-04-10 00:00:00,638614
2019-04-11 00:00:00,669975
2019-04-12 00:00:00,623813
2019-04-13 00:00:00,534491
2019-04-14 00:00:00,492452
2019-04-15 00:00:00,596268
2019-04-16 00:00:00,573799
2019-04-17 00:00:00,557035
2019-04-18 00:00:00,600468
2019-04-19 00:00:00,658153
2019-04-20 00:00:00,517284
2019-04-21 00:00:00,567683
2019-04-22 00:00:00,549681
2019-04-23 00:00:00,539687
2019-04-24 00:00:00,682292
2019-04-25 00:00:00,620794
2019-04-26 00:00:00,645513
2019-04-27 00:00:00,554139
2019-04-28 00:00:00,557202
2019-04-29 00:00:00,601221
2019-04-30 00:00:00,628621
2019-05-01 00:00:00,639296
2019-05-02 00:00:00,682372
2019-05-03 00:00:00,648043
2019-05-04 00:00:00,546547
2019-05-05 00:00:00,569640
2019-05-06 00:00:00,642236
2019-05-07 00:00:00,633109
2019-05-08 00:00:00,742327
2019-05-09 00:00:00,637022
2019-05-10 00:00:00,616393
2019-05-11 00:00:00,552633
2019-05-12 00:00:00,551306
2019-05-13 00:00:00,640555
2019-05-14 00:00:00,653766
2019-05-15 00:00:00,674870
2019-05-16 00:00:00,690197
2019-05-17 00:00:00,684675
2019-05-18 00:00:00,605032
2019-05-19 00:00:00,569480
2019-05-20 00:00:00,658935
2019-05-21 00:00:00,688889
2019-05-22 00:00:00,702487
2019-05-23 00:00:00,688475
2019-05-24 00:00:00,711168
2019-05-25 00:00:00,569625
2019-05-26 00:00:00,581341
2019-05-27 00:00:00,708894
2019-05-28 00:00:00,731095
2019-05-29 00:00:00,736825
2019-05-30 00:00:00,691485
2019-05-31 00:00:00,610875
2019-06-01 00:00:00,589891
2019-06-02 00:00:00,522845
2019-06-03 00:00:00,562574
2019-06-04 00:00:00,720297
2019-06-05 00:00:00,671721
2019-06-06 00:00:00,642746
2019-06-07 00:00:00,657295
2019-06-08 00:00:00,501096
2019-06-09 00:00:00,505996
2019-06-10 00:00:00,637032
2019-06-11 00:00:00,651248
2019-06-12 00:00:00,618973
2019-06-13 00:00:00,685037
2019-06-14 00:00:00,752051
2019-06-15 00:00:00,621186
2019-06-16 00:00:00,529919
2019-06-17 00:00:00,654900
2019-06-18 00:00:00,702693
2019-06-19 00:00:00,706497
2019-06-20 00:00:00,668518
2019-06-21 00:00:00,655262
2019-06-22 00:00:00,637343
2019-06-23 00:00:00,641218
2019-06-24 00:00:00,699354
2019-06-25 00:00:00,710756
2019-06-26 00:00:00,750423
2019-06-27 00:00:00,695419
2019-06-28 00:00:00,719226
2019-06-29 00:00:00,618189
2019-06-30 00:00:00,566893
2019-07-01 00:00:00,646729
2019-07-02 00:00:00,670136
2019-07-03 00:00:00,681064
2019-07-04 00:00:00,635510
2019-07-05 00:00:00,684717
2019-07-06 00:00:00,587516
2019-07-07 00:00:00,506655
2019-07-08 00:00:00,647572
2019-07-09 00:00:00,609560
2019-07-10 00:00:00,621384
2019-07-11 00:00:00,611440
2019-07-12 00:00:00,654304
2019-07-13 00:00:00,506338
2019-07-14 00:00:00,491695
2019-07-15 00:00:00,624629
2019-07-16 00:00:00,640880
2019-07-17 00:00:00,568545
2019-07-18 00:00:00,660467
2019-07-19 00:00:00,549773
2019-07-20 00:00:00,523893
2019-07-21 00:00:00,448653
2019-07-22 00:00:00,571767
2019-07-23 00:00:00,527883
2019-07-24 00:00:00,490270
2019-07-25 00:00:00,558712
2019-07-26 00:00:00,570112
2019-07-27 00:00:00,463221
2019-07-28 00:00:00,433470
2019-07-29 00:00:00,540188
2019-07-30 00:00:00,539444
2019-07-31 00:00:00,575536
2019-08-01 00:00:00,543845
2019-08-02 00:00:00,588470
2019-08-03 00:00:00,504963
2019-08-04 00:00:00,462183
2019-08-05 00:00:00,558280
2019-08-06 00:00:00,598022
2019-08-07 00:00:00,650106
2019-08-08 00:00:00,550815
2019-08-09 00:00:00,574907
2019-08-10 00:00:00,483256
2019-08-11 00:00:00,439175
2019-08-12 00:00:00,517560
2019-08-13 00:00:00,631515
2019-08-14 00:00:00,580328
2019-08-15 00:00:00,594999
2019-08-16 00:00:00,552535
2019-08-17 00:00:00,474244
2019-08-18 00:00:00,445745
2019-08-19 00:00:00,538578
2019-08-20 00:00:00,612597
2019-08-21 00:00:00,679557
2019-08-22 00:00:00,659790
2019-08-23 00:00:00,578636
2019-08-24 00:00:00,489576
2019-08-25 00:00:00,445980
2019-08-26 00:00:00,540184
2019-08-27 00:00:00,535300
2019-08-28 00:00:00,546306
2019-08-29 00:00:00,565080
2019-08-30 00:00:00,576906
2019-08-31 00:00:00,528983
2019-09-01 00:00:00,459020
2019-09-02 00:00:00,545190
2019-09-03 00:00:00,601634
2019-09-04 00:00:00,529751
2019-09-05 00:00:00,565191
2019-09-06 00:00:00,614328
2019-09-07 00:00:00,505691
2019-09-08 00:00:00,465528
2019-09-09 00:00:00,528942
2019-09-10 00:00:00,561512
2019-09-11 00:00:00,555870
2019-09-12 00:00:00,560503
2019-09-13 00:00:00,524549
2019-09-14 00:00:00,491775
2019-09-15 00:00:00,438401
2019-09-16 00:00:00,565586
2019-09-17 00:00:00,563197
2019-09-18 00:00:00,590268
2019-09-19 00:00:00,556212
2019-09-20 00:00:00,564037
2019-09-21 00:00:00,534542
2019-09-22 00:00:00,546039
2019-09-23 00:00:00,537684
2019-09-24 00:00:00,590846
2019-09-25 00:00:00,579454
2019-09-26 00:00:00,565757
2019-09-27 00:00:00,522122
2019-09-28 00:00:00,498648
2019-09-29 00:00:00,451260
2019-09-30 00:00:00,519448
2019-10-01 00:00:00,539713
2019-10-02 00:00:00,513891
2019-10-03 00:00:00,510845
2019-10-04 00:00:00,542774
2019-10-05 00:00:00,505396
2019-10-06 00:00:00,437184
2019-10-07 00:00:00,524287
2019-10-08 00:00:00,525314
2019-10-09 00:00:00,496803
2019-10-10 00:00:00,530675
2019-10-11 00:00:00,546936
2019-10-12 00:00:00,464812
2019-10-13 00:00:00,429447
2019-10-14 00:00:00,484125
2019-10-15 00:00:00,522670
2019-10-16 00:00:00,530915
2019-10-17 00:00:00,521467
2019-10-18 00:00:00,527414
2019-10-19 00:00:00,497055
2019-10-20 00:00:00,446358
2019-10-21 00:00:00,549010
2019-10-22 00:00:00,547298
2019-10-23 00:00:00,547134
2019-10-24 00:00:00,483951
2019-10-25 00:00:00,526289
2019-10-26 00:00:00,490960
2019-10-27 00:00:00,414982
2019-10-28 00:00:00,493896
2019-10-29 00:00:00,484027
2019-10-30 00:00:00,495980
2019-10-31 00:00:00,473392
2019-11-01 00:00:00,505737
2019-11-02 00:00:00,456789
2019-11-03 00:00:00,457893
2019-11-03 23:00:00,504818
2019-11-04 23:00:00,535800
2019-11-05 23:00:00,511293
2019-11-06 23:00:00,512213
2019-11-07 23:00:00,508641
2019-11-08 23:00:00,495663
2019-11-09 23:00:00,450483
2019-11-10 23:00:00,503671
2019-11-11 23:00:00,479001
2019-11-12 23:00:00,505493
2019-11-13 23:00:00,526984
2019-11-14 23:00:00,540066
2019-11-15 23:00:00,462157
2019-11-16 23:00:00,415205
2019-11-17 23:00:00,472704
2019-11-18 23:00:00,514856
2019-11-19 23:00:00,500313
2019-11-20 23:00:00,614731
2019-11-21 23:00:00,614574
2019-11-22 23:00:00,518093
2019-11-23 23:00:00,420114
2019-11-24 23:00:00,460864
2019-11-25 23:00:00,509296
2019-11-26 23:00:00,510671
2019-11-27 23:00:00,484530
2019-11-28 23:00:00,494414
2019-11-29 23:00:00,452160
2019-11-30 23:00:00,425623
2019-12-01 23:00:00,496688
2019-12-02 23:00:00,509157
2019-12-03 23:00:00,527441
2019-12-04 23:00:00,480256
2019-12-05 23:00:00,491522
2019-12-06 23:00:00,442484
2019-12-07 23:00:00,425317
2019-12-08 23:00:00,498904
2019-12-09 23:00:00,493646
2019-12-10 23:00:00,463592
2019-12-11 23:00:00,479610
2019-12-12 23:00:00,501988
2019-12-13 23:00:00,451084
2019-12-14 23:00:00,397792
2019-12-15 23:00:00,503367
2019-12-16 23:00:00,503164
2019-12-17 23:00:00,502171
2019-12-18 23:00:00,492737
2019-12-19 23:00:00,513973
2019-12-20 23:00:00,471180
2019-12-21 23:00:00,423485
2019-12-22 23:00:00,475437
2019-12-23 23:00:00,453936
2019-12-24 23:00:00,389761
2019-12-25 23:00:00,460617
2019-12-26 23:00:00,507704
2019-12-27 23:00:00,467820
2019-12-28 23:00:00,429687
2019-12-29 23:00:00,515050
2019-12-30 23:00:00,471902
2019-12-31 23:00:00,396386
2020-01-01 23:00:00,483567
2020-01-02 23:00:00,503607
2020-01-03 23:00:00,462587
2020-01-04 23:00:00,471825
2020-01-05 23:00:00,502221
2020-01-06 23:00:00,572124
2020-01-07 23:00:00,496585
2020-01-08 23:00:00,499115
2020-01-09 23:00:00,542266
2020-01-10 23:00:00,478621
2020-01-11 23:00:00,422635
2020-01-12 23:00:00,451839
2020-01-13 23:00:00,535878
2020-01-14 23:00:00,524859
2020-01-15 23:00:00,507018
2020-01-16 23:00:00,499952
2020-01-17 23:00:00,446582
2020-01-18 23:00:00,433197
2020-01-19 23:00:00,479624
2020-01-20 23:00:00,482839
2020-01-21 23:00:00,498202
2020-01-22 23:00:00,496732
2020-01-23 23:00:00,476750
2020-01-24 23:00:00,427879
2020-01-25 23:00:00,390047
2020-01-26 23:00:00,435191
2020-01-27 23:00:00,510767
2020-01-28 23:00:00,507958
2020-01-29 23:00:00,508023
2020-01-30 23:00:00,514660
2020-01-31 23:00:00,465443
2020-02-01 23:00:00,441977
2020-02-02 23:00:00,504552
2020-02-03 23:00:00,480224
2020-02-04 23:00:00,548347
2020-02-05 23:00:00,491233
2020-02-06 23:00:00,520076
2020-02-07 23:00:00,489976
2020-02-08 23:00:00,471702
2020-02-09 23:00:00,465761
2020-02-10 23:00:00,558494
2020-02-11 23:00:00,534654
2020-02-12 23:00:00,532189
2020-02-13 23:00:00,509518
2020-02-14 23:00:00,507338
2020-02-15 23:00:00,448737
2020-02-16 23:00:00,528813
2020-02-17 23:00:00,516606
2020-02-18 23:00:00,524051
2020-02-19 23:00:00,502252
2020-02-20 23:00:00,525777
2020-02-21 23:00:00,488812
2020-02-22 23:00:00,434783
2020-02-23 23:00:00,512933
2020-02-24 23:00:00,521908
2020-02-25 23:00:00,522584
2020-02-26 23:00:00,523155
2020-02-27 23:00:00,571000
2020-02-28 23:00:00,477497
2020-02-29 23:00:00,481420
2020-03-01 23:00:00,539462
2020-03-02 23:00:00,536808
2020-03-03 23:00:00,556692
2020-03-04 23:00:00,538164
2020-03-05 23:00:00,530408
2020-03-06 23:00:00,490494
2020-03-07 23:00:00,469852
2020-03-09 00:00:00,545471
2020-03-10 00:00:00,532360
2020-03-11 00:00:00,467867
2020-03-12 00:00:00,602891
2020-03-13 00:00:00,547841
2020-03-14 00:00:00,510890
2020-03-15 00:00:00,404090
2020-03-16 00:00:00,499119
2020-03-17 00:00:00,528082
2020-03-18 00:00:00,442218
2020-03-19 00:00:00,493712
2020-03-20 00:00:00,520429
2020-03-21 00:00:00,453509
2020-03-22 00:00:00,391415
2020-03-23 00:00:00,473826
2020-03-24 00:00:00,497407
2020-03-25 00:00:00,420316
2020-03-26 00:00:00,519779
2020-03-27 00:00:00,506665
2020-03-28 00:00:00,454662
2020-03-29 00:00:00,421302
2020-03-30 00:00:00,503242
2020-03-31 00:00:00,521707
2020-04-01 00:00:00,507172
2020-04-02 00:00:00,535812
2020-04-03 00:00:00,509167
2020-04-04 00:00:00,461058
2020-04-05 00:00:00,426523
2020-04-06 00:00:00,508836
2020-04-07 00:00:00,554693
2020-04-08 00:00:00,518432
2020-04-09 00:00:00,510296
2020-04-10 00:00:00,518483
2020-04-11 00:00:00,453382
2020-04-12 00:00:00,415013
2020-04-13 00:00:00,516736
2020-04-14 00:00:00,539822
2020-04-15 00:00:00,577048
2020-04-16 00:00:00,593412
2020-04-17 00:00:00,529202
2020-04-18 00:00:00,549520
2020-04-19 00:00:00,474014
2020-04-20 00:00:00,588355
2020-04-21 00:00:00,569820
2020-04-22 00:00:00,532076
2020-04-23 00:00:00,598373
2020-04-24 00:00:00,594136
2020-04-25 00:00:00,517187
2020-04-26 00:00:00,465210
2020-04-27 00:00:00,575458
2020-04-28 00:00:00,600746
2020-04-29 00:00:00,619513
2020-04-30 00:00:00,621361
2020-05-01 00:00:00,627986
2020-05-02 00:00:00,543969
2020-05-03 00:00:00,520706
2020-05-04 00:00:00,600316
2020-05-05 00:00:00,597965
2020-05-06 00:00:00,612489
2020-05-07 00:00:00,637810
2020-05-08 00:00:00,614787
2020-05-09 00:00:00,581590
2020-05-10 00:00:00,537899
2020-05-11 00:00:00,600776
2020-05-12 00:00:00,628571
2020-05-13 00:00:00,562473
2020-05-14 00:00:00,534871
2020-05-15 00:00:00,589371
2020-05-16 00:00:00,544282
2020-05-17 00:00:00,452022
2020-05-18 00:00:00,551861
2020-05-19 00:00:00,518235
2020-05-20 00:00:00,543843
2020-05-21 00:00:00,576297
2020-05-22 00:00:00,541429
2020-05-23 00:00:00,506588
2020-05-24 00:00:00,418395
2020-05-25 00:00:00,507027
2020-05-26 00:00:00,541999
2020-05-27 00:00:00,549248
2020-05-28 00:00:00,562811
2020-05-29 00:00:00,544270
2020-05-30 00:00:00,520690
2020-05-31 00:00:00,468482
2020-06-01 00:00:00,570772
2020-06-02 00:00:00,585471
2020-06-03 00:00:00,591656
2020-06-04 00:00:00,582677
2020-06-05 00:00:00,601410
2020-06-06 00:00:00,525433
2020-06-07 00:00:00,459893
2020-06-08 00:00:00,580781
2020-06-09 00:00:00,596511
2020-06-10 00:00:00,602604
2020-06-11 00:00:00,628935
2020-06-12 00:00:00,595999
2020-06-13 00:00:00,519839
2020-06-14 00:00:00,491016
2020-06-15 00:00:00,567270
2020-06-16 00:00:00,626466
2020-06-17 00:00:00,617465
2020-06-18 00:00:00,543949
2020-06-19 00:00:00,623933
2020-06-20 00:00:00,532324
2020-06-21 00:00:00,457824
2020-06-22 00:00:00,560015
2020-06-23 00:00:00,649750
2020-06-24 00:00:00,579336
2020-06-25 00:00:00,585786
2020-06-26 00:00:00,609326
2020-06-27 00:00:00,518611
2020-06-28 00:00:00,477269
2020-06-29 00:00:00,574327
2020-06-30 00:00:00,576579
2020-07-01 00:00:00,697133
2020-07-02 00:00:00,632011
2020-07-03 00:00:00,627024
2020-07-04 00:00:00,542245
2020-07-05 00:00:00,484947
2020-07-06 00:00:00,620261
2020-07-07 00:00:00,649625
2020-07-08 00:00:00,642903
2020-07-09 00:00:00,661872
2020-07-10 00:00:00,640637
2020-07-11 00:00:00,574253
2020-07-12 00:00:00,497772
2020-07-13 00:00:00,587157
2020-07-14 00:00:00,672986
2020-07-15 00:00:00,621908
2020-07-16 00:00:00,656776
2020-07-17 00:00:00,575012
2020-07-18 00:00:00,583395
2020-07-19 00:00:00,505461
2020-07-20 00:00:00,586180
2020-07-21 00:00:00,613639
2020-07-22 00:00:00,690668
2020-07-23 00:00:00,645211
2020-07-24 00:00:00,695393
2020-07-25 00:00:00,580509
2020-07-26 00:00:00,557183
2020-07-27 00:00:00,637480
2020-07-28 00:00:00,678907
2020-07-29 00:00:00,675799
2020-07-30 00:00:00,643688
2020-07-31 00:00:00,692004
2020-08-01 00:00:00,603425
2020-08-02 00:00:00,583619
2020-08-03 00:00:00,657420
2020-08-04 00:00:00,659846
2020-08-05 00:00:00,603996
2020-08-06 00:00:00,711653
2020-08-07 00:00:00,667361
2020-08-08 00:00:00,586273
2020-08-09 00:00:00,526256
2020-08-10 00:00:00,637598
2020-08-11 00:00:00,695896
2020-08-12 00:00:00,693711
2020-08-13 00:00:00,658273
2020-08-14 00:00:00,717667
2020-08-15 00:00:00,635267
2020-08-16 00:00:00,550983
2020-08-17 00:00:00,611030
2020-08-18 00:00:00,677770
2020-08-19 00:00:00,680013
2020-08-20 00:00:00,665284
2020-08-21 00:00:00,640295
2020-08-22 00:00:00,610809
2020-08-23 00:00:00,550377
2020-08-24 00:00:00,636394
2020-08-25 00:00:00,634314
2020-08-26 00:00:00,657323
2020-08-27 00:00:00,661877
2020-08-28 00:00:00,682426
2020-08-29 00:00:00,591348
2020-08-30 00:00:00,527625
2020-08-31 00:00:00,621017
2020-09-01 00:00:00,748231
2020-09-02 00:00:00,672503
2020-09-03 00:00:00,656292
2020-09-04 00:00:00,655707
2020-09-05 00:00:00,667091
2020-09-06 00:00:00,539207
2020-09-07 00:00:00,644347
2020-09-08 00:00:00,662934
2020-09-09 00:00:00,655335
2020-09-10 00:00:00,714367
2020-09-11 00:00:00,649320
2020-09-12 00:00:00,595179
2020-09-13 00:00:00,526472
2020-09-14 00:00:00,691750
2020-09-15 00:00:00,681117
2020-09-16 00:00:00,707747
2020-09-17 00:00:00,707871
2020-09-18 00:00:00,663788
2020-09-19 00:00:00,596426
2020-09-20 00:00:00,522180
2020-09-21 00:00:00,611180
2020-09-22 00:00:00,633213
2020-09-23 00:00:00,693680
2020-09-24 00:00:00,640231
2020-09-25 00:00:00,701530
2020-09-26 00:00:00,558270
2020-09-27 00:00:00,515948
2020-09-28 00:00:00,587871
2020-09-29 00:00:00,684387
2020-09-30 00:00:00,710498
2020-10-01 00:00:00,634681
2020-10-02 00:00:00,649520
2020-10-03 00:00:00,605460
2020-10-04 00:00:00,538930
2020-10-05 00:00:00,588481
2020-10-06 00:00:00,641276
2020-10-07 00:00:00,710810
2020-10-08 00:00:00,647544
2020-10-09 00:00:00,673895
2020-10-10 00:00:00,585169
2020-10-11 00:00:00,512318
2020-10-12 00:00:00,609497
2020-10-13 00:00:00,682129
2020-10-14 00:00:00,637684
2020-10-15 00:00:00,692411
2020-10-16 00:00:00,671031
2020-10-17 00:00:00,551163
2020-10-18 00:00:00,472360
2020-10-19 00:00:00,616163
2020-10-20 00:00:00,651168
2020-10-21 00:00:00,632617
2020-10-22 00:00:00,687863
2020-10-23 00:00:00,666510
2020-10-24 00:00:00,612089
2020-10-25 00:00:00,501110
2020-10-26 00:00:00,529900
2020-10-27 00:00:00,545302
2020-10-28 00:00:00,557733
2020-10-29 00:00:00,604200
2020-10-30 00:00:00,606966
2020-10-31 00:00:00,581793
2020-11-01 00:00:00,557888
2020-11-01 23:00:00,510084
2020-11-02 23:00:00,672672
2020-11-03 23:00:00,648982
2020-11-04 23:00:00,673293
2020-11-05 23:00:00,700042
2020-11-06 23:00:00,564887
2020-11-07 23:00:00,514780
2020-11-08 23:00:00,654991
2020-11-09 23:00:00,631953
2020-11-10 23:00:00,658344
2020-11-11 23:00:00,668742
2020-11-12 23:00:00,638751
2020-11-13 23:00:00,574014
2020-11-14 23:00:00,518038
2020-11-15 23:00:00,620859
2020-11-16 23:00:00,700871
2020-11-17 23:00:00,736661
2020-11-18 23:00:00,656231
2020-11-19 23:00:00,715127
2020-11-20 23:00:00,623714
2020-11-21 23:00:00,555243
2020-11-22 23:00:00,614494
2020-11-23 23:00:00,692967
2020-11-24 23:00:00,745794
2020-11-25 23:00:00,687176
2020-11-26 23:00:00,670992
2020-11-27 23:00:00,594947
2020-11-28 23:00:00,539580
2020-11-29 23:00:00,570273
2020-11-30 23:00:00,763064
2020-12-01 23:00:00,700843
2020-12-02 23:00:00,720853
2020-12-03 23:00:00,678596
2020-12-04 23:00:00,594999
2020-12-05 23:00:00,528861
